Label,asds,Site,X(East),Y(North),Z,Valid,Manufact.,Type-generator,"Power, rated",Rotor diameter,Hub height,Row data/Description,Creator,Name,User label,Result,Efficiency,Regional / Correction Factor,Equivalent roughness,Free mean wind speed,HP-value,Calculated prod. without new WTGs,Actual wind corrected energy,Goodness Factor,A (Sum),k (Sum),A (0),k (0),f (0),A (1),k (1),f (1),A (2),k (2),f (2),A (3),k (3),f (3),A (4),k (4),f (4),A (5),k (5),f (5),A (6),k (6),f (6),A (7),k (7),f (7),A (8),k (8),f (8),A (9),k (9),f (9),A (10),k (10),f (10),A (11),k (11),f (11),Air density,Displacement height,Decrease due to obstacles,Increase due to hills,Sensitivity
7,New,E,"506,258","5,988,339",10,Yes,Envision,"V126-3.3MW-3,300","3,300",126,120,Ka7,USER,Power Mode = 3300; Serrations = True,Ka7,"11,639.25",86.9338,1,1.4,7.38,96.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,New,E,"504,169","5,988,444",10,Yes,Envision,"V126-3.3MW-3,300","3,300",126,120,Ka8,USER,Power Mode = 3300; Serrations = True,Ka8,"12,966.89",95.5555,1,1.3,7.44,97.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,New,E,"504,517","5,988,376",10,Yes,Envision,"V126-3.3MW-3,300","3,300",126,120,Ka9,USER,Power Mode = 3300; Serrations = True,Ka9,"12,325.32",91.5499,1,1.4,7.4,97,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,New,E,"504,865","5,988,308",10,Yes,Envision,"V126-3.3MW-3,300","3,300",126,120,Ka10,USER,Power Mode = 3300; Serrations = True,Ka10,"12,141.53",90.4892,1,1.4,7.39,96.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,New,E,"506,788","5,987,740",14.4,Yes,Envision,"V126-3.3MW-3,300","3,300",126,120,Ka11,USER,Power Mode = 3300; Serrations = True,Ka11,"11,547.66",86.5286,1,1.5,7.36,96.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,New,E,"506,568","5,987,466",12.6,Yes,Envision,"V126-3.3MW-3,300","3,300",126,120,Ka12,USER,Power Mode = 3300; Serrations = True,Ka12,"12,349.40",93.1669,1,1.5,7.33,96.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,New,E,"506,994","5,987,449",18.2,Yes,Envision,"V126-3.3MW-3,300","3,300",126,120,Ka13,USER,Power Mode = 3300; Serrations = True,Ka13,"12,194.88",91.6797,1,1.5,7.35,96.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,New,E,"507,209","5,988,386",15.6,Yes,Envision,"V126-3.3MW-3,300","3,300",126,120,Ka14,USER,Power Mode = 3300; Serrations = True,Ka14,"11,919.20",88.5966,1,1.4,7.4,97,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,New,E,"507,448","5,988,103",17.7,Yes,Envision,"V126-3.3MW-3,300","3,300",126,120,Ka15,USER,Power Mode = 3300; Serrations = True,Ka15,"11,716.00",87.5586,1,1.4,7.38,96.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,New,E,"507,787","5,987,958",20,Yes,Envision,"V126-3.3MW-3,300","3,300",126,120,Ka16,USER,Power Mode = 3300; Serrations = True,Ka16,"11,929.47",89.4066,1,1.5,7.36,96.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,New,E,"508,129","5,987,711",20,Yes,Envision,"V126-3.3MW-3,300","3,300",126,120,Ka17,USER,Power Mode = 3300; Serrations = True,Ka17,"12,451.19",94.0836,1,1.5,7.32,96.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,New,E,"505,458","5,988,805",10,Yes,Envision,"V126-3.3MW-3,300","3,300",126,140,Ka1,USER,Power Mode = 3300; Serrations = True,Ka1,"12,318.68",84.332,1,1.4,7.8,98.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,New,E,"505,801","5,988,738",10,Yes,Envision,"V126-3.3MW-3,300","3,300",126,140,Ka2,USER,Power Mode = 3300; Serrations = True,Ka2,"11,792.57",80.8123,1,1.4,7.8,98.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,New,E,"506,144","5,988,670",10,Yes,Envision,"V126-3.3MW-3,300","3,300",126,140,Ka3,USER,Power Mode = 3300; Serrations = True,Ka3,"11,979.16",82.3294,1,1.4,7.78,98.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,New,E,"505,227","5,988,541",10,Yes,Envision,"V126-3.3MW-3,300","3,300",126,140,Ka4,USER,Power Mode = 3300; Serrations = True,Ka4,"12,726.76",87.3147,1,1.4,7.79,98.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,New,E,"505,571","5,988,474",10,Yes,Envision,"V126-3.3MW-3,300","3,300",126,140,Ka5,USER,Power Mode = 3300; Serrations = True,Ka5,"12,565.04",86.3039,1,1.4,7.78,98.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,New,E,"505,914","5,988,407",10,Yes,Envision,"V126-3.3MW-3,300","3,300",126,140,Ka6,USER,Power Mode = 3300; Serrations = True,Ka6,"12,494.31",85.8799,1,1.4,7.78,98.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,New,E,"506,258","5,988,339",10,Yes,Envision,"V126-3.3MW-3,300","3,300",126,140,Ka7,USER,Power Mode = 3300; Serrations = True,Ka7,"12,759.07",88.0389,1,1.4,7.76,98.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,New,E,"504,169","5,988,444",10,Yes,Envision,"V126-3.3MW-3,300","3,300",126,140,Ka8,USER,Power Mode = 3300; Serrations = True,Ka8,"14,045.25",95.7661,1,1.3,7.83,98.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,New,E,"504,517","5,988,376",10,Yes,Envision,"V126-3.3MW-3,300","3,300",126,140,Ka9,USER,Power Mode = 3300; Serrations = True,Ka9,"13,436.86",92.237,1,1.4,7.79,98.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,New,E,"504,865","5,988,308",10,Yes,Envision,"V126-3.3MW-3,300","3,300",126,140,Ka10,USER,Power Mode = 3300; Serrations = True,Ka10,"13,267.50",91.3064,1,1.4,7.77,98.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,New,E,"506,788","5,987,740",14.4,Yes,Envision,"V126-3.3MW-3,300","3,300",126,140,Ka11,USER,Power Mode = 3300; Serrations = True,Ka11,"12,675.42",87.7164,1,1.4,7.74,98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,New,E,"506,568","5,987,466",12.6,Yes,Envision,"V126-3.3MW-3,300","3,300",126,140,Ka12,USER,Power Mode = 3300; Serrations = True,Ka12,"13,447.24",93.5948,1,1.5,7.71,97.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,New,E,"506,994","5,987,449",18.2,Yes,Envision,"V126-3.3MW-3,300","3,300",126,140,Ka13,USER,Power Mode = 3300; Serrations = True,Ka13,"13,311.00",92.4205,1,1.5,7.72,98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,New,E,"507,209","5,988,386",15.6,Yes,Envision,"V126-3.3MW-3,300","3,300",126,140,Ka14,USER,Power Mode = 3300; Serrations = True,Ka14,"13,035.02",89.608,1,1.4,7.78,98.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,New,E,"507,448","5,988,103",17.7,Yes,Envision,"V126-3.3MW-3,300","3,300",126,140,Ka15,USER,Power Mode = 3300; Serrations = True,Ka15,"12,838.12",88.6711,1,1.4,7.75,98.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,New,E,"507,787","5,987,958",20,Yes,Envision,"V126-3.3MW-3,300","3,300",126,140,Ka16,USER,Power Mode = 3300; Serrations = True,Ka16,"13,054.74",90.4181,1,1.5,7.74,98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,New,E,"508,129","5,987,711",20,Yes,Envision,"V126-3.3MW-3,300","3,300",126,140,Ka17,USER,Power Mode = 3300; Serrations = True,Ka17,"13,579.56",94.6761,1,1.5,7.7,97.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,New,E,"505,458","5,988,805",10,Yes,Envision,"V126-3.0MW-3,000","3,000",126,80,Ka1,USER,Power Mode = 3000; Serrations = True,Ka1,"8,481.71",80.6327,1,1.4,6.59,96.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,New,E,"505,801","5,988,738",10,Yes,Envision,"V126-3.0MW-3,000","3,000",126,80,Ka2,USER,Power Mode = 3000; Serrations = True,Ka2,"7,911.46",75.4581,1,1.4,6.58,96.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,New,E,"506,144","5,988,670",10,Yes,Envision,"V126-3.0MW-3,000","3,000",126,80,Ka3,USER,Power Mode = 3000; Serrations = True,Ka3,"8,039.10",77.0032,1,1.5,6.57,96.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,New,E,"505,227","5,988,541",10,Yes,Envision,"V126-3.0MW-3,000","3,000",126,80,Ka4,USER,Power Mode = 3000; Serrations = True,Ka4,"8,844.46",84.387,1,1.5,6.58,96.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,New,E,"505,571","5,988,474",10,Yes,Envision,"V126-3.0MW-3,000","3,000",126,80,Ka5,USER,Power Mode = 3000; Serrations = True,Ka5,"8,651.93",82.9467,1,1.5,6.56,96.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,New,E,"505,914","5,988,407",10,Yes,Envision,"V126-3.0MW-3,000","3,000",126,80,Ka6,USER,Power Mode = 3000; Serrations = True,Ka6,"8,576.37",82.2935,1,1.5,6.56,96.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,New,E,"506,258","5,988,339",10,Yes,Envision,"V126-3.0MW-3,000","3,000",126,80,Ka7,USER,Power Mode = 3000; Serrations = True,Ka7,"8,785.24",84.7549,1,1.5,6.54,96.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,New,E,"504,169","5,988,444",10,Yes,Envision,"V126-3.0MW-3,000","3,000",126,80,Ka8,USER,Power Mode = 3000; Serrations = True,Ka8,"10,088.32",95.1472,1,1.4,6.62,96.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,New,E,"504,517","5,988,376",10,Yes,Envision,"V126-3.0MW-3,000","3,000",126,80,Ka9,USER,Power Mode = 3000; Serrations = True,Ka9,"9,480.57",90.2196,1,1.4,6.59,96.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,New,E,"504,865","5,988,308",10,Yes,Envision,"V126-3.0MW-3,000","3,000",126,80,Ka10,USER,Power Mode = 3000; Serrations = True,Ka10,"9,292.36",88.8655,1,1.5,6.57,96.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,New,E,"506,788","5,987,740",14.4,Yes,Envision,"V126-3.0MW-3,000","3,000",126,80,Ka11,USER,Power Mode = 3000; Serrations = True,Ka11,"8,711.49",84.1906,1,1.5,6.53,96.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,New,E,"506,568","5,987,466",12.6,Yes,Envision,"V126-3.0MW-3,000","3,000",126,80,Ka12,USER,Power Mode = 3000; Serrations = True,Ka12,"9,458.63",92.2248,1,1.6,6.5,96,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,New,E,"506,994","5,987,449",18.2,Yes,Envision,"V126-3.0MW-3,000","3,000",126,80,Ka13,USER,Power Mode = 3000; Serrations = True,Ka13,"9,335.32",90.1587,1,1.5,6.54,96.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,New,E,"507,209","5,988,386",15.6,Yes,Envision,"V126-3.0MW-3,000","3,000",126,80,Ka14,USER,Power Mode = 3000; Serrations = True,Ka14,"9,034.16",86.5736,1,1.5,6.56,96.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,New,E,"507,448","5,988,103",17.7,Yes,Envision,"V126-3.0MW-3,000","3,000",126,80,Ka15,USER,Power Mode = 3000; Serrations = True,Ka15,"8,869.55",85.2822,1,1.5,6.55,96.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,New,E,"507,787","5,987,958",20,Yes,Envision,"V126-3.0MW-3,000","3,000",126,80,Ka16,USER,Power Mode = 3000; Serrations = True,Ka16,"9,073.24",87.3587,1,1.5,6.55,96.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,New,E,"508,129","5,987,711",20,Yes,Envision,"V126-3.0MW-3,000","3,000",126,80,Ka17,USER,Power Mode = 3000; Serrations = True,Ka17,"9,568.76",92.8155,1,1.6,6.52,96,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,New,E,"505,458","5,988,805",10,Yes,Envision,"V126-3.45MW-3,450","3,450",126,80,Ka1,USER,Noise Mode = 0,Ka1,"8,801.35",79.8326,1,1.4,6.59,94.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,New,E,"505,801","5,988,738",10,Yes,Envision,"V126-3.45MW-3,450","3,450",126,80,Ka2,USER,Noise Mode = 0,Ka2,"8,148.16",74.1662,1,1.4,6.58,94.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,New,E,"506,144","5,988,670",10,Yes,Envision,"V126-3.45MW-3,450","3,450",126,80,Ka3,USER,Noise Mode = 0,Ka3,"8,275.26",75.6663,1,1.5,6.57,94,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,New,E,"505,227","5,988,541",10,Yes,Envision,"V126-3.45MW-3,450","3,450",126,80,Ka4,USER,Noise Mode = 0,Ka4,"9,196.03",83.7408,1,1.5,6.58,94.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,New,E,"505,571","5,988,474",10,Yes,Envision,"V126-3.45MW-3,450","3,450",126,80,Ka5,USER,Noise Mode = 0,Ka5,"8,981.68",82.2058,1,1.5,6.56,94,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,New,E,"505,914","5,988,407",10,Yes,Envision,"V126-3.45MW-3,450","3,450",126,80,Ka6,USER,Noise Mode = 0,Ka6,"8,897.72",81.5068,1,1.5,6.56,94,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,New,E,"506,258","5,988,339",10,Yes,Envision,"V126-3.45MW-3,450","3,450",126,80,Ka7,USER,Noise Mode = 0,Ka7,"9,117.09",84.0033,1,1.5,6.54,94,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,New,E,"504,169","5,988,444",10,Yes,Envision,"V126-3.45MW-3,450","3,450",126,80,Ka8,USER,Noise Mode = 0,Ka8,"10,571.67",95.0992,1,1.4,6.62,94.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,New,E,"504,517","5,988,376",10,Yes,Envision,"V126-3.45MW-3,450","3,450",126,80,Ka9,USER,Noise Mode = 0,Ka9,"9,885.15",89.7761,1,1.4,6.59,94.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,New,E,"504,865","5,988,308",10,Yes,Envision,"V126-3.45MW-3,450","3,450",126,80,Ka10,USER,Noise Mode = 0,Ka10,"9,673.91",88.3186,1,1.5,6.57,94,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,New,E,"506,788","5,987,740",14.4,Yes,Envision,"V126-3.45MW-3,450","3,450",126,80,Ka11,USER,Noise Mode = 0,Ka11,"9,036.42",83.4118,1,1.5,6.53,93.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,New,E,"506,568","5,987,466",12.6,Yes,Envision,"V126-3.45MW-3,450","3,450",126,80,Ka12,USER,Noise Mode = 0,Ka12,"9,875.45",92.0316,1,1.6,6.5,93.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,New,E,"506,994","5,987,449",18.2,Yes,Envision,"V126-3.45MW-3,450","3,450",126,80,Ka13,USER,Noise Mode = 0,Ka13,"9,715.49",89.6285,1,1.5,6.54,93.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,New,E,"507,209","5,988,386",15.6,Yes,Envision,"V126-3.45MW-3,450","3,450",126,80,Ka14,USER,Noise Mode = 0,Ka14,"9,388.33",85.8814,1,1.5,6.56,94,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,New,E,"507,448","5,988,103",17.7,Yes,Envision,"V126-3.45MW-3,450","3,450",126,80,Ka15,USER,Noise Mode = 0,Ka15,"9,203.79",84.5016,1,1.5,6.55,94,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,New,E,"507,787","5,987,958",20,Yes,Envision,"V126-3.45MW-3,450","3,450",126,80,Ka16,USER,Noise Mode = 0,Ka16,"9,419.83",86.6246,1,1.5,6.55,94,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,New,E,"508,129","5,987,711",20,Yes,Envision,"V126-3.45MW-3,450","3,450",126,80,Ka17,USER,Noise Mode = 0,Ka17,"9,964.29",92.3706,1,1.6,6.52,93.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,New,E,"505,458","5,988,805",10,Yes,Envision,"V126-3.6MW-3,600","3,600",126,80,Ka1,USER,Power Mode = 3600; Min. Hub Height = 137,Ka1,"8,846.11",79.89,1,1.4,6.59,94.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,New,E,"505,801","5,988,738",10,Yes,Envision,"V126-3.6MW-3,600","3,600",126,80,Ka2,USER,Power Mode = 3600; Min. Hub Height = 137,Ka2,"8,186.45",74.1956,1,1.4,6.58,94.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,New,E,"506,144","5,988,670",10,Yes,Envision,"V126-3.6MW-3,600","3,600",126,80,Ka3,USER,Power Mode = 3600; Min. Hub Height = 137,Ka3,"8,307.90",75.6456,1,1.5,6.57,94.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,New,E,"505,227","5,988,541",10,Yes,Envision,"V126-3.6MW-3,600","3,600",126,80,Ka4,USER,Power Mode = 3600; Min. Hub Height = 137,Ka4,"9,240.86",83.7913,1,1.5,6.58,94.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,New,E,"505,571","5,988,474",10,Yes,Envision,"V126-3.6MW-3,600","3,600",126,80,Ka5,USER,Power Mode = 3600; Min. Hub Height = 137,Ka5,"9,023.35",82.243,1,1.5,6.56,94.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,New,E,"505,914","5,988,407",10,Yes,Envision,"V126-3.6MW-3,600","3,600",126,80,Ka6,USER,Power Mode = 3600; Min. Hub Height = 137,Ka6,"8,936.68",81.5216,1,1.5,6.56,94.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,New,E,"506,258","5,988,339",10,Yes,Envision,"V126-3.6MW-3,600","3,600",126,80,Ka7,USER,Power Mode = 3600; Min. Hub Height = 137,Ka7,"9,151.34",83.9768,1,1.5,6.54,94.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,New,E,"504,169","5,988,444",10,Yes,Envision,"V126-3.6MW-3,600","3,600",126,80,Ka8,USER,Power Mode = 3600; Min. Hub Height = 137,Ka8,"10,621.93",95.1289,1,1.4,6.62,94.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,New,E,"504,517","5,988,376",10,Yes,Envision,"V126-3.6MW-3,600","3,600",126,80,Ka9,USER,Power Mode = 3600; Min. Hub Height = 137,Ka9,"9,929.27",89.7936,1,1.4,6.59,94.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,New,E,"504,865","5,988,308",10,Yes,Envision,"V126-3.6MW-3,600","3,600",126,80,Ka10,USER,Power Mode = 3600; Min. Hub Height = 137,Ka10,"9,713.09",88.3069,1,1.5,6.57,94.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,New,E,"506,788","5,987,740",14.4,Yes,Envision,"V126-3.6MW-3,600","3,600",126,80,Ka11,USER,Power Mode = 3600; Min. Hub Height = 137,Ka11,"9,077.15",83.4505,1,1.5,6.53,94.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,New,E,"506,568","5,987,466",12.6,Yes,Envision,"V126-3.6MW-3,600","3,600",126,80,Ka12,USER,Power Mode = 3600; Min. Hub Height = 137,Ka12,"9,917.23",92.0692,1,1.6,6.5,94.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,New,E,"506,994","5,987,449",18.2,Yes,Envision,"V126-3.6MW-3,600","3,600",126,80,Ka13,USER,Power Mode = 3600; Min. Hub Height = 137,Ka13,"9,754.49",89.631,1,1.5,6.54,94.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,New,E,"507,209","5,988,386",15.6,Yes,Envision,"V126-3.6MW-3,600","3,600",126,80,Ka14,USER,Power Mode = 3600; Min. Hub Height = 137,Ka14,"9,425.89",85.8624,1,1.5,6.56,94.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,New,E,"507,448","5,988,103",17.7,Yes,Envision,"V126-3.6MW-3,600","3,600",126,80,Ka15,USER,Power Mode = 3600; Min. Hub Height = 137,Ka15,"9,241.02",84.4946,1,1.5,6.55,94.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,New,E,"507,787","5,987,958",20,Yes,Envision,"V126-3.6MW-3,600","3,600",126,80,Ka16,USER,Power Mode = 3600; Min. Hub Height = 137,Ka16,"9,456.41",86.6125,1,1.5,6.55,94.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,New,E,"508,129","5,987,711",20,Yes,Envision,"V126-3.6MW-3,600","3,600",126,80,Ka17,USER,Power Mode = 3600; Min. Hub Height = 137,Ka17,"9,999.37",92.3429,1,1.6,6.52,94.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,New,E,"505,458","5,988,805",10,Yes,Envision,"V105-3.3MW-3,300","3,300",105,80,Ka1,USER,Power Mode = 3300; Serrations = True; High Wind Operation = True,Ka1,"6,733.27",81.3946,1,1.4,6.59,93.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,New,E,"505,801","5,988,738",10,Yes,Envision,"V105-3.3MW-3,300","3,300",105,80,Ka2,USER,Power Mode = 3300; Serrations = True; High Wind Operation = True,Ka2,"6,208.11",75.3501,1,1.4,6.58,93.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,New,E,"506,144","5,988,670",10,Yes,Envision,"V105-3.3MW-3,300","3,300",105,80,Ka3,USER,Power Mode = 3300; Serrations = True; High Wind Operation = True,Ka3,"6,284.49",76.6805,1,1.5,6.57,93.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,New,E,"505,227","5,988,541",10,Yes,Envision,"V105-3.3MW-3,300","3,300",105,80,Ka4,USER,Power Mode = 3300; Serrations = True; High Wind Operation = True,Ka4,"6,983.52",84.8176,1,1.5,6.58,93.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,New,E,"505,571","5,988,474",10,Yes,Envision,"V105-3.3MW-3,300","3,300",105,80,Ka5,USER,Power Mode = 3300; Serrations = True; High Wind Operation = True,Ka5,"6,823.93",83.3652,1,1.5,6.56,93.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,New,E,"505,914","5,988,407",10,Yes,Envision,"V105-3.3MW-3,300","3,300",105,80,Ka6,USER,Power Mode = 3300; Serrations = True; High Wind Operation = True,Ka6,"6,773.00",82.81,1,1.5,6.56,93.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,New,E,"506,258","5,988,339",10,Yes,Envision,"V105-3.3MW-3,300","3,300",105,80,Ka7,USER,Power Mode = 3300; Serrations = True; High Wind Operation = True,Ka7,"6,916.99",85.1527,1,1.5,6.54,93.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,New,E,"504,169","5,988,444",10,Yes,Envision,"V105-3.3MW-3,300","3,300",105,80,Ka8,USER,Power Mode = 3300; Serrations = True; High Wind Operation = True,Ka8,"8,005.82",95.8988,1,1.4,6.62,93.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,New,E,"504,517","5,988,376",10,Yes,Envision,"V105-3.3MW-3,300","3,300",105,80,Ka9,USER,Power Mode = 3300; Serrations = True; High Wind Operation = True,Ka9,"7,466.33",90.4308,1,1.4,6.59,93.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
